,title,publication date,subject,journal,DOI,author,abstract,from_database
169,The roots of creativity.,,,American journal of psychoanalysis,,,"The various factors which seem to be important in the creative child with extraordinary potential include: A good biologic endowment, often with high intelligence and a correlation between special sensory sensitivities and other physical requirements to implement the special interest. There is also sometimes the capacity to utilize or else compensate for deficit. The fostering of interests by a parent or interested adult. Specific kinds of ongoing encouragement. Sometimes there is self-selection of interest by the child. The child must feel valued and loved. The family background and relationship of parents centers on the child. The time, place, and institutions foster the development of interest and value of the work and the child's belief in its value. The child is allowed freedom of development, without undue inhibition or restriction. Creative people have shown uneven development--the child is not ""age-specific"" generally. Gifted children have been observed to tolerate isolation and even loneliness well--these are often necessary conditions for developing skills. For some creative people, early object losses seem to be frequent. The creative child is curious and a keen observer. The creative child has an uncanny ability to make connections--to perceive similarities in the apparently dissimilar. The creative child is not hampered by conventional thought. The creative child has a capacity for love and devotion--or at least a positive orientation; a spiritness or passion; and a spirituality or unworldliness. It has been said that the poetic truths in a work of art are only half understood by its creator. Generally conveyed subliminally, these truths are revealed in different ways to different audiences at different times. Such is the view of William Livingstone (1987), and considering the childhood antecedents of creative work helps to understand why this is so.",pubmed
842,Gifted students intrinsic and extrinsic motivation in UAE government schools,2009,,,https://bspace.buid.ac.ae/handle/1234/219,S Rahmanian,"Page 1. - 1 - GIFTED STUDENTS INTRINSIC AND EXTRINSIC MOTIVATION IN UAE
GOVERNMENT SCHOOLS By Shahram Rahmanian … 20050019 Programme Education Date
12-1-2009 Title Gifted students intrinsic and extrinsic motivation in UAE government schools …",google_scholar
593,Arts curricula for the gifted,1966,,Teachers College Record,http://www.tcrecord.org/books/pdf.asp?ContentID=2272,E Eisner,"… Instruments capable of identifying with confidence the artistically gifted are unavailable … It can
enlarge sensibility and make a person feel stubbornly, rebelliously alive, if he is capable of
affirming attachment to the world—the sun, Camus said, and the sea …",google_scholar
797,"Dealing with dual differences: Social coping strategies of gifted and lesbian, gay, bisexual, transgender, and queer adolescents",2012,,,https://digitalarchive.wm.edu/bitstream/handle/10288/16594/HutchesonVirginia2012.pdf,V Hutcheson,"Page 1. DEALING WITH DUAL DIFFERENCES: SOCIAL COPING STRATEGIES
OF GIFTED AND LESBIAN, GAY, BISEXUAL, TRANSGENDER, AND QUEER
ADOLESCENTS … Master of Arts in Education, Gifted _____ by …",google_scholar
306,An effective and efficient technique for supporting privacy-preserving keyword-based search over encrypted data in clouds,2020-01-01 00:00:00,,Procedia Computer Science,10.1016/j.procs.2020.10.070,,,scopus
1162,In Situ Formation of Silver Nanoparticles within Chitosan-attached Cotton Fabric for Antibacterial Property,2011,,Journal of Industrial …,10.1177/1528083710371490,"V Thomas, M Bajpai, SK Bajpai","… Model Science College, Jabalpur, MP, India) provided standard cultures of the organisms. Cotton
fabric was gifted by a local textile mill. Double distilled water was used for the investigations …
232 V. THOMAS ET AL. Page 5. Covalent Attachment of Chitosan …",google_scholar
147,Effectiveness of Attachment-Based Family Therapy compared to Treatment as Usual for Depressed Adolescents in Community Mental Health Clinics,,,,10.21203/rs.3.rs-16225/v7,"{'ORCID': 'http://orcid.org/0000-0003-1019-434X', 'authenticated-orcid': False, 'given': 'Luxsiya', 'family': 'Waraan', 'sequence': 'first', 'affiliation': [{'name': 'Division of Mental Health Services, Akershus University Hospital, Norway'}]}","<jats:title>Abstract</jats:title>
        <jats:p><jats:bold>Background:</jats:bold> Major Depressive Disorder (MDD) is a disabling mood disorder, profoundly affecting a large number of adolescent’s quality of life. To date, no obvious treatment of choice for MDD in adolescents is available and progress in the treatment of depressed adolescents will have important public health implications. Attachment-Based Family Therapy (ABFT), as the only empirically supported family therapy model designed to treat adolescent depression, aims to repair interpersonal ruptures and rebuild an emotionally protective parent-child relationship. <jats:bold>Objective: </jats:bold>To study the effectiveness of ABFT compared with treatment as usual (TAU) delivered within child- and adolescent mental health services (CAMHS) to adolescents with MDD.<jats:bold>Method:</jats:bold> Sixty adolescents (86.7% girls), aged 13-18 years (M = 14.9, SD = 1.35), with MDD referred to two CAMHS were randomized to 16 weeks of ABFT or TAU. ABFT consisted of weekly therapy sessions (family/individual or both) according to the treatment manual. TAU was not monitored. Primary outcomes were assessed by blinded evaluators at baseline and post-treatment with the Hamilton Depression Scale (HAMD). Self-reported (Beck Depression Inventory-II, BDI-II) depressive symptoms were assessed at baseline, and after 4, 6, 8, 10,12, 14, and 16 weeks. Analyses were performed according to intent-to-treat principles. <jats:bold>Results:</jats:bold> At post-treatment, clinician-rated remission rates on the HAMD (5 % in ABFT and 3.33% in TAU, p =1, OR=1.54, Fisher’s exact test) and self-reported symptoms of depression on the BDI-II did not differ significantly between groups (X2[2, N = 60] =0.06 , p = 0.97). In both treatment groups participants reported significantly reduced depressive symptoms, but the majority (63.3 %) of adolescents were still in the clinical range after 16 weeks of treatment. <jats:bold>Conclusion:</jats:bold> ABFT was not superior to TAU. Remission and response rates were low in both groups, suggesting none of the treatments were effective in treating MDD in adolescents. Findings must be viewed in the context of the study’s small sample size, missing data, and implementation challenges. Continued efforts to improve treatment for MDD in outpatient clinics are warranted . Future research should examine moderators of and mechanisms for individual differences to treatment response, as well as the feasibility and cost-effectiveness of implementing treatment models which may require extensive training and expertise to yield clinically meaningful improvements in non-research settings. <jats:bold>Trial Registration:</jats:bold> Clinicaltrials.gov identifier: NCT01830088 https://clinicaltrials.gov/ct2/show/NCT01830088?term=Villab%C3%B8&amp;draw=2&amp;rank=1 Date of registration: April 12, 2013</jats:p>",crossref
511,Developing the gifted and talented young learner,2008,,,https://books.google.com/books?hl=en&lr=&id=gQLg_nKERR0C&oi=fnd&pg=PP2&dq=gifted+attachment&ots=zi_-pwFoyL&sig=I88LQVEHasv5EfYg1YjlSO2ysQ0,M Sutherland,"Page 1. Derlelping the Glfted and Talented Young Learner Margaret Sutherland Page
2. Developingthe Gifted and Talented Young Learner Margaret Sutherland Page 3.
Developing the Gifted and Talented Young Learner Page 4. Page 5 …",google_scholar
266,A Hybrid Secure Keyword Search Scheme in Encrypted Graph for Social Media Database,2020-03-01 00:00:00,,"Proceedings of the 4th International Conference on Computing Methodologies and Communication, ICCMC 2020",10.1109/ICCMC48092.2020.ICCMC-000186,,,scopus
950,Human placental syncytiotrophoblasts restrict Toxoplasma gondii attachment and replication and respond to infection by producing immunomodulatory chemokines,2018,,MBio,https://mbio.asm.org/content/9/1/e01678-17.short,"SE Ander, EN Rudzki, N Arora, Y Sadovsky, CB Coyne…","… C. Selby Collective and Democratic Creativity: Participatory Research and Design Kin Waik
Michael Siu and Jackie Kan Chi Kwok Using Dialogue to Inculcate Scientific Inquiry in Gifted
Students Tock … At that time, please include the entire submitted manuscript as an attachment …",google_scholar
899,Rural Teachers' Perceptions and Practices of Differentiation for Rural Gifted Learners,2019,,,https://search.proquest.com/openview/9be0b51502dc792bc70b474c685e3540/1?pq-origsite=gscholar&cbl=18750&diss=y,VL Weinlein,"RURAL TEACHERS' PERCEPTIONS AND PRACTICES OF DIFFERENTIATION FOR RURAL
GIFTED LEARNERS A Dissertation … Page 3. Title of Dissertation: RURAL TEACHERS'
PERCEPTIONS AND PRACTICES OF DIFFERENTIATION FOR RURAL GIFTED LEARNERS …",google_scholar
1105,Aretaeus of Cappadocia and the first description of diabetes,2012,,Hormones,10.1007/BF03401545,"K Laios, M Karamanou, Z Saridaki, G Androutsos","… Gifted with a unique faculty for observing pathologic phenomena, he was able to elaborate upon
earlier texts enriching them with his own original findings and numerous … The etiology is attributed
to moisture and coldness, reflecting Aretaeus' attachment to the Pneumatic School …",google_scholar
630,Gifted education: In-class differentiation and acceleration in Pennsylvania schools,2008,,,https://search.proquest.com/openview/dc48d779b10c72af5febb76c1f1db088/1?pq-origsite=gscholar&cbl=18750&diss=y,KG Maguire,"Page 1. GIFTED EDUCATION: IN-CLASS DIFFERENTIATION AND ACCELERATION IN
PENNSYLVANIA SCHOOLS by … Page 4. ABSTRACT GIFTED EDUCATION: IN-CLASS
DIFFERENTIATION AND ACCELERATION IN PENNSYLVANIA SCHOOLS Kim Gower Maguire …",google_scholar
1159,The public intellectual: between philosophy and politics,2004,,,https://books.google.com/books?hl=en&lr=&id=mVQdAAAAQBAJ&oi=fnd&pg=PR3&dq=gifted+attachment&ots=lFXFEBRbqX&sig=gQVVrctHiHstG2rvwCxtAdZe6xo,"RM Zinman, J Weinberger, AM Melzer","… produce in his wake a crowd of pretenders, imitators, and approximations—like the Sophists,
rhetoricians, and other intellectually gifted nonphilosophers that … Thus it is precisely their attachment
to certain goods of social life, especially honor, that leads them to mimic philosophic …",google_scholar
509,Gifted dropouts: A phenomenological study,2010,,,http://digitalcommons.liberty.edu/cgi/viewcontent.cgi?article=1356&context=doctoral,J Zabloski,"Page 1. GIFTED DROPOUTS: A PHENOMENOLOGICAL STUDY A Dissertation Presented to
The Faculty of the School of Education Liberty University In Partial Fulfillment … April 20, 2010 Page
2. ii Gifted dropouts: A phenomenological study by James Zabloski APPROVED …",google_scholar
715,Creating consumer attachment to retail service firms through sense of place,2015,,Journal of the Academy of Marketing …,10.1007/s11747-014-0381,"ED Brocato, J Baker, CM Voorhees","Page 1. ORIGINAL EMPIRICAL RESEARCH Creating consumer attachment to retail service
firms through sense of place … Abstract Fostering attachment between consumers and orga-
nizations is developing into a cornerstone of relationship marketing strategy …",google_scholar
