,title,publication date,subject,journal,DOI,author,abstract,from_database,publication_date
3521,The discriminant validity of gifted children's divergent thinking test scores,,,Gifted Child Quarterly,10.1177/001698628603000207,MA Runco,"… Achievement of eminence: A model of exceptionally gifted boys and their families … Dewing, K.
(1970). The reliability and validity of selected tests of creative thinking in a sample of
seventh-grade West Australian children … Journal of Creative Behavior, 18, 1-10 …",gs,1986
3522,Identifying Stressors and Reactions to Stressors in Gifted and Non-Gifted Students.,,,International Education Journal,https://eric.ed.gov/?id=EJ854962,M Amini,"… second section focused on the types of reaction to the stressors (physiological, emotional,
behavioural and cognitive) … 3-Behavioral 14.38 4.55 15.73 3.63 2.07 … Special-class placement,
level of intelligence, and the self- concept of gifted children: A social comparison perspective …",gs,2005
3523,Twice exceptional-gifted students with Asperger syndrome,,,Australasian Journal of Gifted Education,10.3316/informit.063844801735603,"N Norris, R Dixon","… processing speed, fine-motor coordination, social skills, communication and behavioural difficulties …
2007) focus on identification, assessment and programming for twice-exceptional preschool
children … Three case studies of gifted/learning disabled young people, a visual thinker …",gs,2011
3524,Uncovering stereotypes and identifying characteristics of gifted students and students with emotional/behavioral disabilities,,,Roeper Review,10.1080/02783190309554202,"MG Rizza, WF Morrison","… students, in the present study by virtue of their exposure to student behavior and coursework …
According to the results of this research, the participants viewed all children as having the … Specific
items attributed to EBD or gifted students fell into stereotypical patterns for these two …",gs,2003
3525,Interpersonal skills of gifted students: Risk versus resilience,,,,https://core.ac.uk/download/pdf/79563931.pdf,HJ Perham,"… Nichols, 1990). Luftig and Nichols further determined that gifted students are not likely to display
aggressive or threatening behavior toward peers. These … who reported that gifted students have
high levels of social skills, as well as fewer … Similar findings that children …",gs,2012
3526,A comparative study of convergent and divergent thinking in intellectually gifted children,,,Gifted and Talented International,10.1080/15332276.2007.11673481,"JH Guignard, TI Lubart","… Creativity: The knowledge base and children. High Ability Studies, 13 (2), 179-183 … Gowan, JC
(1971). The relashionship between creativity and giftedness. Gifted Child Quarterly … The one-way
relation between creative potential and IQ. Journal of Creative Behavior, 7, 247-252 …",gs,2007
3527,Identifying and nurturing the promise of gifted Black American children,,,The Journal of Negro Education,https://www.jstor.org/stable/2295529,"JJ Harris, DY Ford","… in one culture or environment may be irrelevant in another); (b) intelligence is purposeful,
goal-oriented, relevant behavior consisting of … address a variety of functions, all of them oriented
toward excellence in the education of gifted Black American children, otherwise no …",gs,1991
3528,Problems of highly creative children,,,Gifted Child Quarterly,10.1177/001698626100500201,EP Torrence,"… than spending fruitless energy trying hopelessly to compensate for some di- vergent characteristic
or behavior … Last year we conducted an exciting study in which we found that children would do
a … In another it was found that gifted children in a split- shift school showed more …",gs,1961
3529,"Differences in semantic event-related potentials in learning-disabled, normal, and gifted children",,,Biofeedback and self …,10.1007/BF01000090,"JF Lubar, CA Mann, DM Gross, MS Shively","… disorder"" or ADHD (American Psychiatric Association, 1986) refers to a disruptive behavior
disorder that … Typically, the classification of an individual as learning disabled or gifted is based
on … and performance aptitude measures are used to distinguish LD from non-LD children …",gs,1992
3530,"Misdiagnosis, dual diagnoses, and missed diagnosis of gifted children and adults",,,,10.1.1.472.5654&rep=rep1,DB Peters,"… Frequent Misdiagnoses of Gifted Children and Adults Attentional and activity problems o Attention
Deficit/Hyperactivity Disorder Anger diagnoses o Oppositional Defiant Disorder o Conduct
Disorder o Intermittent Explosive Disorder o Disruptive Behavior Disorder NOS …",gs,2012
3531,Using guided notes to improve the academic achievement of incarcerated adolescents with learning and behavior problems,,,Remedial and …,10.1177/074193250002100302,"SL Hamilton, MA Seibert, R Gardner III…","… Such problems may cause some learners to become frustrated and result in a cessation of … All
the students (including typically developing students, gifted students, and students with LD)
improved … mild disabilities (ie, four students with LD and one with a behavior disorder) and …",gs,2000
3532,Social interaction and metacognitive development in gifted preschoolers,,,Gifted Child Quarterly,10.1177/001698629003400104,E Moss,"… planning, monitoring, and evaluation strategies which has been identified in the indepen- dent
performance of gifted school-age children may be … Moss & Strayer, in press; Moss, Strayer,
Cournoyer & Trudel, 1987) systematically studied the naturalistic behavior of mothers …",gs,1990
3533,The bully's face: Using art to understand bullying in gifted children,,,Gifted Child Today,10.1177/1076217518804852,JL Groman,"… The Bully's Face: Using Art to Understand Bullying in Gifted Children. Jennifer L. Groman, PhD.
Gifted Child Today 2018 42:1, 12-18 … The Bully's Face: Using Art to Understand Bullying in Gifted
Children. Jennifer L. Groman, PhD. Gifted Child Today 2018 42:1, 12-18. Share. Share …",gs,2019
3534,Highly gifted young people: Development from childhood to adulthood,,,International handbook on giftedness,10.1007/978-1-4020-6162-2_15,MUM Gross,"… However, contrary to popular belief, this rarely leads to arro- gance or feelings of
superiority. Rather, gifted children may act swiftly to change their behavior in order
to conform to the social and behavioral norms of their age-group …",gs,2009
3535,Cyberbullying and the gifted: Considerations for social and emotional development,,,Gifted Child Today,10.1177/1076217518768362,"B MacFarlane, K Mina","… Gifted Child Today, Contents. Article Menu. Download PDF  … Cyberbullying and the Gifted:
Considerations for Social and Emotional Development. Bronwyn MacFarlane, PhD and Keri
Mina, EdD. Gifted Child Today 2018 41:3, 130-135. Download Citation …",gs,2018
3536,Counseling the gifted.,,,,https://psycnet.apa.org/record/2015-50472-019,"SI Pfeiffer, J Burko","… Family therapy and dialectical behavior therapy with adolescents: Part 1: Proposing a clinical
synthesis … In AE Kazdin & JR Weisz (Eds.), Evidence-based psychotherapies for children and
adolescents (p … Best practices in counseling the gifted in schools: What's really happening …",gs,2016
3537,Primary prevention for gifted students: A parent education group,,,Elementary School Guidance & Counseling,https://www.jstor.org/stable/42868804,EH Conroy,"… affect family environment (Campbell & Sutton, 1983), parent-ch munication (Bredehoft & Hey,
1985), child-rearing behavior, stud tivation … An evaluation of group parent education: Behavioral,
PET, and Alderian programs … Circle Pines, MN: National Association for Gifted Children …",gs,1987
3538,Recent developments in gifted education in East Asia,,,… handbook on giftedness,10.1007/978-1-4020-6162-2_75,"NS Phillipson, J Shi, G Zhang, DM Tsai…","… Journal of Creative Behavior, 37(2), 77–98.Google Scholar. Cho, S. (2004). Identification and
nurturing of the economically disadvantaged gifted … Recognizing the emotional and behavioral
needs of ethnic minority students in Hong Kong … Parent brochure for gifted children …",gs,2009
3539,The use of teacher-judgment measures in the identification of gifted pupils,,,Teaching and Teacher Education,https://www.sciencedirect.com/science/article/pii/0742051X86900168,"RD Hoge, L Cudmore","… The Scale for Rating Behavioral Characteristics of Superior Students (SRBCSS) is a 37-item
rating scale yielding scores relevant to learning, motiva- tional … from 4 to 78% with a mean of 36%)
which meant that, on aver- age, 36% of the children identified as gifted by the …",gs,1986
3540,Development of gifted education in Hong Kong,,,Gifted Education International,10.1177/026142949801300208,DW Chan,"… The resulting lowering of standards and increasing severity of behavioural problems in schools
have thus called for school reforms in terms of Target-Oriented Curriculum, School Management
Initiative, and the Whole School … Thus, theie1g4 cific provision for gifted children in ma …",gs,1998
